8683f7ff_c07f3fff_05845b44_xxxxx_x | 05845b44_1
33800001_3f800001_33000000_xxxxx_x | 33800000_0
5e047fff_bd821ffe_e0025613_xxxxx_x | e0025613_1
33800001_c25efffe_b092f115_xxxxx_x | b092f116_0
c3fdffef_3fffffff_c37dfff0_xxxxx_x | c37dfff0_1
df87ff80_ac7fffff_7287ff80_xxxxx_x | 7287ff81_0
33800001_3fffffff_33000001_xxxxx_x | 33000002_0
3cdf15e8_bf7fef7e_bcdf244c_xxxxx_x | bcdf244c_1
33800001_40dfff7e_3212497a_xxxxx_x | 3212497b_0
3f3347db_3e115a96_409de055_xxxxx_x | 409de055_1
3380bfff_3ffffffe_3300c000_xxxxx_x | 3300c000_1
33800001_3ffffffe_33000002_xxxxx_x | 33000002_1
4bf9bb5e_c1c3ffff_c9a3171a_xxxxx_x | c9a3171a_1
33800001_bcff7ffd_b6004022_xxxxx_x | b6004023_0
bc011168_3f7fff84_bc0111a6_xxxxx_x | bc0111a7_0
c17bfffe_40000000_c0fbfffe_xxxxx_x | c0fbfffe_1
33800001_40000000_33000001_xxxxx_x | 33000001_1
3effe7ff_f6000408_887fdff0_xxxxx_x | 887fdff0_1
33800001_3dfffbde_35000212_xxxxx_x | 35000212_1
3dae8f41_3e5fff7f_3ec77f98_xxxxx_x | 3ec77f99_0
4177feff_40000001_40f7fefd_xxxxx_x | 40f7fefd_1
33800001_40000001_32800000_xxxxx_x | 33000000_0
deffbfbe_3dfa5e9d_e082c00d_xxxxx_x | e082c00d_1
33800001_c09ffffb_b24cccd5_xxxxx_x | b24cccd5_1
fe80fff8_407fffff_fd80fff8_xxxxx_x | fd80fff9_0
bf07fffb_417bbffe_bd0a4bbe_xxxxx_x | bd0a4bbe_1
33800001_407fffff_32800001_xxxxx_x | 32800002_0
437ff9ff_df77fff6_a3841df4_xxxxx_x | a3841df4_1
33800001_df84003f_93783d9b_xxxxx_x | 93783d9b_1
5f02000f_417fdfbe_5d021072_xxxxx_x | 5d021073_0
c10b3b33_407ffffe_c00b3b33_xxxxx_x | c00b3b34_0
bd8001ee_3f9fa250_bd4d4816_xxxxx_x | bd4d4817_0
33800001_407ffffe_32800002_xxxxx_x | 32800002_1
c077fffc_41807fef_be770914_xxxxx_x | be770914_1
33800001_c195c619_b15ac883_xxxxx_x | b15ac884_0
4f1fefff_c100bfff_cd9f017e_xxxxx_x | cd9f017e_1
4ba0db34_40800000_4aa0db34_xxxxx_x | 4aa0db34_1
33800001_40800000_32800001_xxxxx_x | 32800001_1
33800001_9dca572e_d521f1e0_xxxxx_x | d521f1e0_1
41dc64cc_beff7fff_c25cd336_xxxxx_x | c25cd336_1
4c800040_40800001_4b80003f_xxxxx_x | 4b80003f_1
33800001_40800001_32000000_xxxxx_x | 32800000_0
cbfff7fc_350048f9_d67f6662_xxxxx_x | d67f6662_1
afffffc8_be7fc7ff_31001bea_xxxxx_x | 31001beb_0
49f001ff_40ffffff_48700200_xxxxx_x | 48700200_1
855fffbf_27fc0004_9ce38df3_xxxxx_x | 9ce38df3_1
33800001_40ffffff_32000001_xxxxx_x | 32000002_0
c6800210_bb82ffff_4a7a2736_xxxxx_x | 4a7a2737_0
b3d1b51d_beaec2d4_34999884_xxxxx_x | 34999884_1
b887ffef_40fffffe_b707ffef_xxxxx_x | b707fff0_0
3e900800_017e1ffe_7c91180e_xxxxx_x | 7c91180e_1
33800001_40fffffe_32000002_xxxxx_x | 32000002_1
d5a36b2d_4e810100_c6a2259d_xxxxx_x | c6a2259d_1
33800001_de0003fc_94fff80a_xxxxx_x | 94fff80a_1
3c000082_df00f7fe_9c7e14bf_xxxxx_x | 9c7e14c0_0
3e000200_64ffc004_18802206_xxxxx_x | 18802207_0
33800001_4b800000_27800001_xxxxx_x | 27800001_1
35ffff82_8756a1f9_ee18ab42_xxxxx_x | ee18ab42_1
33800001_de7fffdf_94800011_xxxxx_x | 94800012_0
4e81fffe_bdffff10_d0020078_xxxxx_x | d0020078_1
c07c0008_4b800001_b47c0006_xxxxx_x | b47c0006_1
410fdfff_b4003dff_cc8f9a71_xxxxx_x | cc8f9a71_1
33800001_4b800001_27000000_xxxxx_x | 27800000_0
33800001_4efffdfe_24000102_xxxxx_x | 24000102_1
7007ff00_bb5efdb1_f41c209c_xxxxx_x | f41c209d_0
4b8fffee_4bffffff_3f0fffee_xxxxx_x | 3f0fffef_0
dfa11ecb_41011b58_de1fbd31_xxxxx_x | de1fbd31_1
33800001_4bffffff_27000001_xxxxx_x | 27000002_0
b3fbff7f_c10d5fb1_326428c9_xxxxx_x | 326428c9_1
33800001_9bff0004_d700807f_xxxxx_x | d700807f_1
c19ffff0_be000f7f_431fec94_xxxxx_x | 431fec94_1
5f1fe083_4bfffffe_529fe084_xxxxx_x | 529fe084_1
54eff800_417fe800_52f00e81_xxxxx_x | 52f00e81_1
33800001_4bfffffe_27000002_xxxxx_x | 27000002_1
b3f87fff_e2f00200_1084876d_xxxxx_x | 1084876d_1
33800001_4f7bfbfe_23820a32_xxxxx_x | 23820a33_0
c3ff0002_7e84007f_84f744e5_xxxxx_x | 84f744e5_1
c287efff_4b800036_b687efc6_xxxxx_x | b687efc6_1
33800001_df780000_93842109_xxxxx_x | 93842109_1
c37effbe_43244cb7_bfc6a91d_xxxxx_x | bfc6a91d_1
3a60ae0a_2e09ffff_4bd06612_xxxxx_x | 4bd06612_1
bf620000_417dbffe_bd640103_xxxxx_x | bd640104_0
40496c44_be6c0000_c15a7e1e_xxxxx_x | c15a7e1e_1
33800001_5fde2170_1313844e_xxxxx_x | 1313844f_0
38d24113_bff7ffc0_b8590996_xxxxx_x | b8590996_1
3e7ffc3f_c0fc0000_bd020638_xxxxx_x | bd020638_1
dffefdfe_5e1280a1_c15ec9bd_xxxxx_x | c15ec9bd_1
33800001_4f7ffdde_23800112_xxxxx_x | 23800112_1
fee11884_43c12698_fa952b7a_xxxxx_x | fa952b77_0
befe007f_437fff8f_bafe00ef_xxxxx_x | bafe00ef_1
87008020_41008000_85800020_xxxxx_x | 85800020_1
33800001_4378c17d_2f83ba43_xxxxx_x | 2f83ba43_1
d92a52f6_3e7813de_da2fc370_xxxxx_x | da2fc36d_0
c1f8007f_c2821fff_3ef3f3b5_xxxxx_x | 3ef3f3b5_1
33800001_bdffeffd_b5000802_xxxxx_x | b5000803_0
c23fffef_3e840020_c33a2e4e_xxxxx_x | c33a2e4e_1
cf03f7fe_403a9ef5_ce3507b0_xxxxx_x | ce3507b0_1
33800001_2b800006_477ffff5_xxxxx_x | 477ffff6_0
bf744412_defffc3e_1ff447a8_xxxxx_x | 1ff447a8_1
53efb29f_42c0ffff_509ef875_xxxxx_x | 509ef875_1
a37fafff_c3fdff7f_1f00d9f4_xxxxx_x | 1f00d9f4_1
3c05ffff_3f800800_3c05f7a0_xxxxx_x | 3c05f7a0_1
40f7fff6_3e010001_427613cf_xxxxx_x | 427613cc_0
33800001_010fffff_71e38e3c_xxxxx_x | 71e38e3c_1
cf000803_557e03fe_b9010810_xxxxx_x | b9010810_1
417f7f7e_4e7fbeff_327fc06f_xxxxx_x | 327fc06f_1
33800001_c00fac12_b2e41329_xxxxx_x | b2e41329_1
5efff01f_5e7ffdff_3ffff21f_xxxxx_x | 3ffff220_0
4103bffe_27d113cf_58a15177_xxxxx_x | 58a15177_1
ceff0000_5e3ef141_b02af10d_xxxxx_x | b02af10d_1
33800001_e2dad6bd_9015bc5d_xxxxx_x | 9015bc5d_1
50ffff02_aa119511_e6611436_xxxxx_x | e6611434_0
bda13498_3f807ffb_bda0940a_xxxxx_x | bda0940a_1
33800001_4e7ffebf_248000a1_xxxxx_x | 248000a2_0
3f800fdf_dfff007f_9f00902f_xxxxx_x | 9f00902f_1
bf005fff_3eb4811a_bfb61152_xxxxx_x | bfb61152_1
4f7fbf7f_3cff7ffb_52001fd2_xxxxx_x | 52001fd2_1
33800001_cbfa4cd3_a702ea34_xxxxx_x | a702ea35_0
41a08000_c0807ffd_c09fe023_xxxxx_x | c09fe024_0
36004002_3e7ffeef_3700408a_xxxxx_x | 3700408b_0
cf000001_3ff00000_ce888889_xxxxx_x | ce88888a_0
33800001_3cdcf55f_36144ca3_xxxxx_x | 36144ca4_0
c1800042_5eff0010_a20080ba_xxxxx_x | a20080bb_0
c0ffbffd_4f0f4a6f_b1647564_xxxxx_x | b1647562_0
40000403_cf7e0040_b00105ee_xxxxx_x | b00105ef_0
33800001_4f1fa132_23cd4670_xxxxx_x | 23cd4670_1
50ffff7b_c17effff_cf00803e_xxxxx_x | cf00803e_1
33800001_c10103ff_b1fdfc1c_xxxxx_x | b1fdfc1c_1
996ffeff_cb74256d_0d7ba5fc_xxxxx_x | 0d7ba5fd_0
cb80000e_b3800000_5780000e_xxxxx_x | 5780000e_1
5f9dd8d3_c5ffaffe_d91e0a37_xxxxx_x | d91e0a37_1
33800001_b3800000_bf800001_xxxxx_x | bf800001_1
3900003d_33883428_44f09520_xxxxx_x | 44f09520_1
33800001_c0100000_b2e38e3b_xxxxx_x | b2e38e3b_1
ce000017_b3800001_5a000016_xxxxx_x | 5a000016_1
bf6fefff_3c5ffffe_c2891b6e_xxxxx_x | c2891b6e_1
33800001_b3800001_bf000000_xxxxx_x | bf800000_0
c6020007_3900002f_cc81ffd7_xxxxx_x | cc81ffd7_1
33800001_3e7f7f00_348040a1_xxxxx_x | 348040a2_0
3e7fffdf_5d57b382_2097e9de_xxxxx_x | 2097e9de_1
41077f33_b3ffffff_cc877f33_xxxxx_x | cc877f34_0
c0801fef_3e7fffff_c1801fef_xxxxx_x | c1801ff0_0
33800001_b3ffffff_bf000001_xxxxx_x | bf000002_0
f400010f_be78fffe_75039a47_xxxxx_x | 75039a48_0
33800001_9981fff7_d97c0fd4_xxxxx_x | d97c0fd4_1
41ffff7b_df0021ff_a27fbb8f_xxxxx_x | a27fbb8f_1
c7f86990_b3fffffe_53786992_xxxxx_x | 53786992_1
33800001_b3fffffe_bf000002_xxxxx_x | bf000002_1
fcfe0001_de0f7ffe_5e629084_xxxxx_x | 5e629084_1
be7ff9fe_f3ff77ff_0a004122_xxxxx_x | 0a004122_1
4f87ffbf_be800000_d087ffbf_xxxxx_x | d087ffbf_1
c16ffffa_33dffdff_cd0925c9_xxxxx_x | cd0925c9_1
33800001_be800000_b4800001_xxxxx_x | b4800001_1
33800001_ce7f8010_a4804019_xxxxx_x | a4804019_1
ce7e8000_437007ff_ca87b736_xxxxx_x | ca87b736_1
4bfffd00_be800001_ccfffcfe_xxxxx_x | ccfffcfe_1
bf9bfffe_c07fe007_3e9c137c_xxxxx_x | 3e9c137c_1
33800001_be800001_b4000000_xxxxx_x | b4800000_0
3dd5c8e6_107ff7ef_6cd5cfa3_xxxxx_x | 6cd5cfa3_1
4177ffef_2a800bfe_5677e8b5_xxxxx_x | 5677e8b5_1
c47fff5e_beffffff_44ffff5f_xxxxx_x | 44ffff5f_1
d8600007_a908003e_6ed2d279_xxxxx_x | 6ed2d279_1
33800001_beffffff_b4000001_xxxxx_x | b4000002_0
33800001_c0c10000_b229c84b_xxxxx_x | b229c84c_0
8cdfdffe_c5c7ffff_068f47ae_xxxxx_x | 068f47ae_1
41002fff_befffffe_c1803000_xxxxx_x | c1803000_1
4effff7f_3d8673e4_50f3b64e_xxxxx_x | 50f3b64c_0
33800001_befffffe_b4000002_xxxxx_x | b4000002_1
0600ffee_3ef8003e_06852916_xxxxx_x | 06852916_1
33800001_c076fa86_b284acec_xxxxx_x | b284acec_1
d57d43e8_7eff94bd_95fdae32_xxxxx_x | 95fdae32_1
5f7eff7e_bf000000_dffeff7e_xxxxx_x | dffeff7e_1
33fefff8_bf6dffff_b409248f_xxxxx_x | b409248f_1
33800001_bf000000_b4000001_xxxxx_x | b4000001_1
41000081_c0fff7f6_bf800486_xxxxx_x | bf800486_1
33800001_f184003f_81783d9b_xxxxx_x | 81783d9b_1
c2c00003_bf000001_43400004_xxxxx_x | 43400001_0
33800001_bf000001_b3800000_xxxxx_x | b4000000_0
c06ff800_c661b419_3988170d_xxxxx_x | 3988170d_1
33800001_a7ff9fff_cb003013_xxxxx_x | cb003014_0
5e020000_5ebffeff_3ead563d_xxxxx_x | 3ead563d_1
cf006ffe_bf7fffff_4f006ffe_xxxxx_x | 4f006fff_0
eebffbff_5f83fbfe_ceba3051_xxxxx_x | ceba3051_1
33800001_bf7fffff_b3800001_xxxxx_x | b3800002_0
35010003_811c90fd_f352ed36_xxxxx_x | f352ed36_1
33800001_de2177a5_94caf05a_xxxxx_x | 94caf05a_1
3ffefff8_c17f7bfe_bdff83ba_xxxxx_x | bdff83ba_1
b2ffc008_bf7ffffe_32ffc00a_xxxxx_x | 32ffc00a_1
b980807e_4bfdfdfe_ad01848b_xxxxx_x | ad01848b_1
33800001_bf7ffffe_b3800002_xxxxx_x | b3800002_1
b261ffff_c17ff808_30620708_xxxxx_x | 30620708_1
33800001_ce9c0000_a4520d22_xxxxx_x | a4520d22_1
c001d210_bf800000_4001d210_xxxxx_x | 4001d210_1
33800001_bf800000_b3800001_xxxxx_x | b3800001_1
81800207_0167932e_bf8d8267_xxxxx_x | bf8d8268_0
ec000203_4f831c71_dbf9f0d7_xxxxx_x | dbf9f0d8_0
ce080000_bf800001_4e07ffff_xxxxx_x | 4e07ffff_1
fd001003_ce22f6bf_6e492c6c_xxxxx_x | 6e492c6c_1
33800001_bf800001_b3000000_xxxxx_x | b3800000_0
5f801ffd_5b607ffe_43921a38_xxxxx_x | 43921a38_1
33800001_de007ffc_94ff0108_xxxxx_x | 94ff0109_0
c17ffffa_3e77ffdf_c2842117_xxxxx_x | c2842117_1
bde1cbd6_400401ff_bd5af0e7_xxxxx_x | bd5af0e5_0
33800001_bfffffff_b3000001_xxxxx_x | b3000002_0
33800001_b83db80e_baacb7fa_xxxxx_x | baacb7fa_1
4154b73b_c1966c97_bf350170_xxxxx_x | bf35016d_0
bf3af039_bffffffe_3ebaf03a_xxxxx_x | 3ebaf03a_1
dbfa1f9e_d10f83a9_4a5f159f_xxxxx_x | 4a5f159f_1
33800001_bffffffe_b3000002_xxxxx_x | b3000002_1
42004040_be8077ff_c2ff90ea_xxxxx_x | c2ff90ea_1
33800001_41796792_3183628b_xxxxx_x | 3183628b_1
df2eb10a_5d8203ff_c12bfbbf_xxxxx_x | c12bfbbd_0
b07f07ff_c0000000_2fff07ff_xxxxx_x | 2fff07ff_1
4f080800_bd7dfff8_d1091a38_xxxxx_x | d1091a39_0
33800001_c0000000_b3000001_xxxxx_x | b3000001_1
33800001_405ffffd_32924927_xxxxx_x | 32924928_0
52207fff_4f95c7ef_42092906_xxxxx_x | 42092906_1
33800001_c0000001_b2800000_xxxxx_x | b3000000_0
dfff4000_40801003_deff2016_xxxxx_x | deff2016_1
33800001_bdfc000f_b5020819_xxxxx_x | b502081a_0
ce002003_c68000c0_47001f43_xxxxx_x | 47001f43_1
1b00047f_c07fffff_9a00047f_xxxxx_x | 9a000480_0
dffc01ff_c1f10000_5d85d8b2_xxxxx_x | 5d85d8b2_1
33800001_c07fffff_b2800001_xxxxx_x | b2800002_0
33800001_5f03f71b_13f84ecd_xxxxx_x | 13f84ecd_1
3affff80_be810007_bbfe036e_xxxxx_x | bbfe036b_0
3c6e4800_c07ffffe_bb6e4802_xxxxx_x | bb6e4802_1
c0fe0000_ce3ea26f_322a8bd7_xxxxx_x | 322a8bd7_1
33800001_c07ffffe_b2800002_xxxxx_x | b2800002_1
33800001_33f817e2_3f041451_xxxxx_x | 3f041451_1
3e003ff0_f6a264a2_86ca2cfa_xxxxx_x | 86ca2cfa_1
5e7ef000_c0800000_dd7ef000_xxxxx_x | dd7ef000_1
4195947c_c3dfbad2_bd2b27b3_xxxxx_x | bd2b27b3_1
33800001_c0800000_b2800001_xxxxx_x | b2800001_1
c10fffff_42ffe00f_bd9011f9_xxxxx_x | bd9011f9_1
bd8e0000_0a12fbab_f2f7522c_xxxxx_x | f2f7522c_1
42fffdef_c0800001_c1fffded_xxxxx_x | c1fffded_1
3ef001ff_de7ff03e_9ff010c6_xxxxx_x | 9ff010c6_1
33800001_c0800001_b2000000_xxxxx_x | b2800000_0
bf16d9d6_5e87fbff_a00dfe61_xxxxx_x | a00dfe61_1
33800001_4f9ffbff_234cd1ee_xxxxx_x | 234cd1ef_0
bdffffbc_c0ffffff_3c7fffbd_xxxxx_x | 3c7fffbd_1
414ceea0_bed85d8f_c1f278e7_xxxxx_x | c1f278e7_1
33800001_c0ffffff_b2000001_xxxxx_x | b2000002_0
bee9114f_c681ffbe_37e57bd6_xxxxx_x | 37e57bd6_1
33800001_c3742172_af863925_xxxxx_x | af863926_0
c1ffbfef_40fffdbe_c07fc230_xxxxx_x | c07fc230_1
5f080010_cb803f7f_d307bcbd_xxxxx_x | d307bcba_0
33800001_c0fffffe_b2000002_xxxxx_x | b2000002_1
33800001_bb877ffe_b771d491_xxxxx_x | b771d491_1
4f1fff7e_3c619364_523593da_xxxxx_x | 523593db_0
4001effe_cb800000_b401effe_xxxxx_x | b401effe_1
c15d1870_43f78790_bce4a94e_xxxxx_x | bce4a94e_1
33800001_cb800000_a7800001_xxxxx_x | a7800001_1
bdfffffe_4e0003ef_af7ff820_xxxxx_x | af7ff820_1
33800001_c37ffffe_af800002_xxxxx_x | af800002_1
4671773b_dfbc0000_a62466f7_xxxxx_x | a62466f7_1
df0fdfff_cb800001_530fdffe_xxxxx_x | 530fdffe_1
33800001_cb800001_a7000000_xxxxx_x | a7800000_0
33800001_c085ffff_b2748991_xxxxx_x | b2748991_1
bc29aee1_81108248_7a964c5b_xxxxx_x | 7a964c5b_1
39fff6ff_cbffffff_ad7ff700_xxxxx_x | ad7ff700_1
c100005f_df900100_20e38d4d_xxxxx_x | 20e38d4d_1
33800001_cbffffff_a7000001_xxxxx_x | a7000002_0
b0be1159_3e522e80_b1e7805d_xxxxx_x | b1e7805d_1
33800001_ded700e1_94186829_xxxxx_x | 9418682a_0
4080081f_c7fe003f_b8010a13_xxxxx_x | b8010a13_1
fefffeff_cbfffffe_727fff01_xxxxx_x | 727fff01_1
33800001_cbfffffe_a7000002_xxxxx_x | a7000002_1
497eefff_c0dff000_c811b821_xxxxx_x | c811b81f_0
33800001_365ff7ff_3c924e5f_xxxxx_x | 3c924e60_0
fe80107f_c08107ff_7d7e14f4_xxxxx_x | 7d7e14f5_0
72efff7e_fe800000_b3efff7e_xxxxx_x | b3efff7e_1
cf7c03ff_bc31524b_52b5eb0e_xxxxx_x | 52b5eb0e_1
c79cdb8b_c9c2bf5c_3d4e315f_xxxxx_x | 3d4e315f_1
bebe0000_33ca65d3_ca7051a1_xxxxx_x | ca7051a2_0
cf7ffebf_3e9b0b90_d0535740_xxxxx_x | d0535740_1
ccf00040_407001ff_cbfffe23_xxxxx_x | cbfffe23_1
33800001_c0042d91_b2f7e87d_xxxxx_x | b2f7e87e_0
40ffffbf_de7fc03e_a2001fc8_xxxxx_x | a2001fc8_1
c087ffff_feffffff_0107ffff_xxxxx_x | 01080000_0
5fd18e39_c1f00400_dd5f82e9_xxxxx_x | dd5f82ea_0
43003ffd_3f7fefef_4300480a_xxxxx_x | 4300480a_1
33800001_c8ffffe4_aa00000f_xxxxx_x | aa00000f_1
4f710222_5fffbbfe_2ef14239_xxxxx_x | 2ef14239_1
c1ce2697_fefffffe_024e2698_xxxxx_x | 024e2699_0
c3cee819_4e7fffff_b4cee81a_xxxxx_x | b4cee81a_1
c19fe025_c5370fb5_3bdf937b_xxxxx_x | 3bdf937b_1
c07ff400_3fcfce0b_c01da854_xxxxx_x | c01da854_1
81600001_397fc000_8760380f_xxxxx_x | 8760380f_1
33800001_4028fc55_32c1e8f2_xxxxx_x | 32c1e8f3_0
c11f9f08_44fffc00_bb9fa186_xxxxx_x | bb9fa187_0
3f7e000f_cf6e6fc4_af885ae4_xxxxx_x | af885ae4_1
cdedfffe_4e807ffa_beed12f6_xxxxx_x | beed12f6_1
33800001_c2b259b9_b037ba68_xxxxx_x | b037ba68_1
70ffbfc0_4effff83_617fc03d_xxxxx_x | 617fc03d_1
33800001_5a7f07ff_18807c79_xxxxx_x | 18807c7a_0
49dfff7f_bc7c01fe_cce38be9_xxxxx_x | cce38be9_1
4b81fbff_5e7fffef_2c81fc07_xxxxx_x | 2c81fc08_0
ce60e323_c58013ff_4860c007_xxxxx_x | 4860c007_1
33ffffff_cef473ae_a4860bfd_xxxxx_x | a4860bfd_1
4002000f_bd806820_c20196a4_xxxxx_x | c20196a4_1
4e11ecad_ce040008_bf8d809f_xxxxx_x | bf8d809f_1
33ffffff_c1ffffdd_b1800011_xxxxx_x | b1800011_1
40811fff_3f9007fe_4065817a_xxxxx_x | 4065817a_1
b98690f0_4ffff801_a9069524_xxxxx_x | a9069524_1
33ffffff_3ffffafe_33800281_xxxxx_x | 33800281_1
fefff802_ce7fdffc_70000c04_xxxxx_x | 70000c05_0
c6ffffc3_be7f07ff_48007c5a_xxxxx_x | 48007c5a_1
420f0cc5_4bffc006_358f308e_xxxxx_x | 358f308e_1
33ffffff_d800107e_9b7fdf07_xxxxx_x | 9b7fdf07_1
41fdbfff_c56fffee_bc07555f_xxxxx_x | bc07555f_1
b3803fe0_3a800060_b8803f80_xxxxx_x | b8803f80_1
feefffff_3f79ffff_fef5c28f_xxxxx_x | fef5c28f_1
33ffffff_dfffffff_93000000_xxxxx_x | 93800000_0
2081c000_430001ef_1d01be0a_xxxxx_x | 1d01be0a_1
c0800107_04400001_fbaaac08_xxxxx_x | fbaaac08_1
33ffffff_c5ffc03f_ad801fe8_xxxxx_x | ad801fe8_1
fe87fffd_cf973225_6e664550_xxxxx_x | 6e664550_1
bf96809d_3d807bff_c195ef5e_xxxxx_x | c195ef5e_1
33ffffff_bffc00ad_b38207c7_xxxxx_x | b38207c7_1
3fbf7fff_ce003fef_b13f2088_xxxxx_x | b13f2088_1
33ffffff_47803ff7_2bff8051_xxxxx_x | 2bff8051_1
3e80007f_c1007eff_bcff03fa_xxxxx_x | bcff03fa_1
3d01fff7_3f20003e_3d4fffa1_xxxxx_x | 3d4fffa1_1
5fff80fe_cef7f7ff_d083e3bc_xxxxx_x | d083e3bd_0
33ffffff_408c33c9_32e9b82c_xxxxx_x | 32e9b82c_1
3f000081_33800000_4b000081_xxxxx_x | 4b000081_1
47881fff_4323497b_43d56a63_xxxxx_x | 43d56a63_1
33ffffff_33800000_3fffffff_xxxxx_x | 3fffffff_1
b000e000_4003fff8_af79f08b_xxxxx_x | af79f08b_1
33ffffff_4f8bffff_23ea0ea2_xxxxx_x | 23ea0ea2_1
c97cffff_bf86420e_4971350b_xxxxx_x | 49713509_0
c0203ffe_33800001_cc203fff_xxxxx_x | cc203ffd_0
4e0001fd_4380bfff_49fe8632_xxxxx_x | 49fe8633_0
33ffffff_33800001_3ffffffd_xxxxx_x | 3ffffffd_1
3be1abcf_4b840007_2fdad51a_xxxxx_x | 2fdad51a_1
33ffffff_cb7ff807_a80003fc_xxxxx_x | a80003fc_1
3997c41e_33ffffff_4517c41e_xxxxx_x | 4517c41f_0
be3ffeff_5e1e26e0_9f9b644e_xxxxx_x | 9f9b644c_0
33ffffff_33ffffff_3f000000_xxxxx_x | 3f800000_0
bfb7af4c_3e0bd831_c1282089_xxxxx_x | c1282089_1
41f80001_33fffffe_4d780003_xxxxx_x | 4d780003_1
c0800e00_4f800400_b0800a02_xxxxx_x | b0800a00_0
33ffffff_33fffffe_3f800000_xxxxx_x | 3f800001_0
de7feffc_bc810fff_617dd49a_xxxxx_x | 617dd49a_1
33ffffff_b70005ff_bc7ff404_xxxxx_x | bc7ff402_0
419834b7_3dfedfff_4318e0b4_xxxxx_x | 4318e0b4_1
aeff0003_3e800000_afff0003_xxxxx_x | afff0003_1
3f11c181_be040100_c08d55b8_xxxxx_x | c08d55b9_0
33ffffff_3e800000_34ffffff_xxxxx_x | 34ffffff_1
407ffe1f_c00effff_bfe523eb_xxxxx_x | bfe523eb_1
33ffffff_4a5a4ba6_29161bc3_xxxxx_x | 29161bc3_1
3ee00000_c17fffeb_bce00012_xxxxx_x | bce00012_1
817b2112_3e800001_827b2110_xxxxx_x | 827b2110_1
c0807800_cfffefff_30008008_xxxxx_x | 30008009_0
33ffffff_3e800001_34fffffd_xxxxx_x | 34fffffd_1
43ba0215_3f3ffa9e_43f809ba_xxxxx_x | 43f809bb_0
33ffffff_c673df51_ad065d89_xxxxx_x | ad065d89_1
4ffffffc_3f807ffe_4fff00ff_xxxxx_x | 4fff00ff_1
b87f0040_3effffff_b8ff0041_xxxxx_x | b8ff0041_1
ae3f8000_cf59199a_1e61d01f_xxxxx_x | 1e61d020_0
33ffffff_3effffff_34000000_xxxxx_x | 34800000_0
4b8bae88_bf81ffbf_cb8988ab_xxxxx_x | cb8988ab_1
33ffffff_33fbf000_3f821062_xxxxx_x | 3f821062_1
401ff7ff_c0ffffbe_be9ff828_xxxxx_x | be9ff828_1
b900000e_3efffffe_b980000f_xxxxx_x | b980000f_1
33ffffff_3efffffe_34800000_xxxxx_x | 34800001_0
33ffffff_c77ff80f_ac0003f8_xxxxx_x | ac0003f8_1
ce7fc200_bfbfff7f_4e2a81c8_xxxxx_x | 4e2a81c8_1
b3f0fffe_3f000000_b470fffe_xxxxx_x | b470fffe_1
c56001ff_de800040_2660018f_xxxxx_x | 2660018f_1
33ffffff_3f000000_347fffff_xxxxx_x | 347fffff_1
41fffdff_4efff9fe_32800203_xxxxx_x | 32800201_0
be7ffffd_3f000001_befffffb_xxxxx_x | befffffb_1
4168314f_3ffc7fff_40eb6940_xxxxx_x | 40eb6940_1
33ffffff_3f000001_347ffffd_xxxxx_x | 347ffffd_1
bc7fffbf_c18090a3_3a7edfc1_xxxxx_x | 3a7edfbf_0
33ffffff_3f00ffe0_347e0436_xxxxx_x | 347e0436_1
bd7ff7df_4f0007f6_adffe7f7_xxxxx_x | adffe7f4_0
179ff7fe_3f7fffff_179ff7fe_xxxxx_x | 179ff7ff_0
c175fffe_c0dfffde_400c925d_xxxxx_x | 400c925d_1
33ffffff_3f7fffff_33800000_xxxxx_x | 34000000_0
5e0fb184_bf808002_de0f225f_xxxxx_x | de0f225f_1
33ffffff_bb1bffff_b8520d21_xxxxx_x | b8520d21_1
ec5ffdfe_c1bf6235_6a15cf1d_xxxxx_x | 6a15cf1d_1
b3b7c26b_3f7ffffe_b3b7c26c_xxxxx_x | b3b7c26c_1
33ffffff_3f7ffffe_34000000_xxxxx_x | 34000001_0
33ffffff_48ffff40_2a80005f_xxxxx_x | 2a800060_0
df20007f_b802007f_669d89be_xxxxx_x | 669d89bc_0
4111ec8c_3f800000_4111ec8c_xxxxx_x | 4111ec8c_1
f28003ef_417c00ff_f0820b9c_xxxxx_x | f0820b9c_1
33ffffff_3f800000_33ffffff_xxxxx_x | 33ffffff_1
41fffff7_389ffffe_48ccccc8_xxxxx_x | 48ccccc8_1
33ffffff_40ff8003_3280401e_xxxxx_x | 3280401e_1
befff0ff_df787fff_1f03d53f_xxxxx_x | 1f03d53f_1
3f7ffc07_5eb83501_2031e042_xxxxx_x | 2031e042_1
33ffffff_3f800001_33fffffd_xxxxx_x | 33fffffd_1
a57ffdfc_c0be83b1_242bfe00_xxxxx_x | 242bfe00_1
33ffffff_c3010000_b07e03f7_xxxxx_x | b07e03f7_1
3d98da12_40cc5d39_3c3f78e7_xxxxx_x | 3c3f78e7_1
48fff100_4607feff_4270e49a_xxxxx_x | 4270e49a_1
33ffffff_3fffffff_33000000_xxxxx_x | 33800000_0
be807fff_bacd25a6_43205a6e_xxxxx_x | 43205a6e_1
33ffffff_20e1f9ea_529101a3_xxxxx_x | 529101a3_1
c16ffffe_3ffffffe_c0efffff_xxxxx_x | c0f00000_0
40e73682_417efdff_3ee82074_xxxxx_x | 3ee82074_1
